TransactionID,UserID,CourseID,TransactionDate,Amount,PaymentMethod,TeacherID,UserName,Gender,Email,TeacherName,TAge,TGender,Expertise,YearsOfExperience,TeacherRating,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,AgeGroup
TT02357,U01974,CR00050,2025-06-07,490.9,Credit Card,TC00029,ashley84,Female,vjohnson@gmail.com,David Webb,50,Male,Artificial Intelligence,2,3.1,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,28-32
TT02358,U01974,CR00010,2025-09-02,0.0,Bank Transfer,TC00030,ashley84,Female,vjohnson@gmail.com,David Aguirre,50,Male,Artificial Intelligence,6,3.01,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,28-32
TT02359,U01976,CR00026,2025-04-15,0.0,Credit Card,TC00049,pfinley,Male,cmosley@gmail.com,Valerie Wiley,46,Female,Machine Learning,6,3.46,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,23-27
TT02360,U01977,CR00018,2025-02-25,0.0,Credit Card,TC00039,jesseaguilar,Male,donnajames@gmail.com,Elizabeth Bishop,34,Male,Finance,7,3.31,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28-32
TT02361,U01977,CR00047,2025-06-07,89.59,Bank Transfer,TC00030,jesseaguilar,Male,donnajames@gmail.com,David Aguirre,50,Male,Artificial Intelligence,6,3.01,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,28-32
TT02362,U01983,CR00041,2025-08-10,53.86,Credit Card,TC00005,hrosales,Female,garrettbarbara@yahoo.com,David Williams,34,Male,Finance,2,3.11,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,28-32
TT02363,U01984,CR00060,2025-05-03,0.0,Bank Transfer,TC00035,adamlewis,Female,melissa46@hotmail.com,Sharon Jackson,27,Male,Digital Marketing,5,3.13,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,<18
TT02364,U01988,CR00050,2025-09-26,490.9,Bank Transfer,TC00029,thompsontyler,Female,rcase@hotmail.com,David Webb,50,Male,Artificial Intelligence,2,3.1,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,<18
TT02365,U01990,CR00013,2025-03-25,0.0,Bank Transfer,TC00052,mcdonaldnancy,Male,robertsdavid@hotmail.com,Susan Johnson,34,Female,Business,12,3.43,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,<18
TT02366,U01990,CR00043,2025-01-25,0.0,PayPal,TC00048,mcdonaldnancy,Male,robertsdavid@hotmail.com,Theresa Gonzalez,30,Male,Finance,7,3.18,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,<18
TT02367,U02000,CR00055,2025-10-20,57.32,PayPal,TC00048,kathryn80,Male,john49@outlook.com,Theresa Gonzalez,30,Male,Finance,7,3.18,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,28-32
TT02368,U02000,CR00008,2025-03-27,0.0,PayPal,TC00013,kathryn80,Male,john49@outlook.com,Brian Carrillo,35,Female,Digital Marketing,6,3.42,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,28-32
TT02369,U02001,CR00027,2025-11-12,0.0,Credit Card,TC00049,kimberlywilliams,Male,mark43@outlook.com,Valerie Wiley,46,Female,Machine Learning,6,3.46,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,28-32
TT02370,U02002,CR00026,2025-07-19,0.0,PayPal,TC00049,qturner,Female,williamyoung@gmail.com,Valerie Wiley,46,Female,Machine Learning,6,3.46,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,23-27
TT02371,U02017,CR00041,2025-01-22,53.86,Credit Card,TC00048,kimberlygriffin,Female,brittany31@gmail.com,Theresa Gonzalez,30,Male,Finance,7,3.18,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,18-22
TT02372,U02017,CR00003,2025-05-24,0.0,Credit Card,TC00006,kimberlygriffin,Female,brittany31@gmail.com,Rebecca Webb,49,Male,Cybersecurity,14,3.36,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,18-22
TT02373,U02023,CR00004,2025-07-08,0.0,Bank Transfer,TC00039,savery,Female,richard67@hotmail.com,Elizabeth Bishop,34,Male,Finance,7,3.31,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,28-32
TT02374,U02023,CR00037,2025-02-20,0.0,Bank Transfer,TC00060,savery,Female,richard67@hotmail.com,Benjamin Gray,48,Female,Project Management,14,3.32,Scrum Essentials,Project Management,Free,Intermediate,0.0,33.93,3.45,28-32
TT02375,U02033,CR00019,2025-11-07,0.0,Credit Card,TC00050,jasmineharris,Male,goodwinmichael@outlook.com,Alexander Williams,32,Female,Digital Marketing,3,3.41,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,23-27
TT02376,U02037,CR00040,2025-10-16,327.99,Credit Card,TC00060,wmacias,Female,parkerdylan@hotmail.com,Benjamin Gray,48,Female,Project Management,14,3.32,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,18-22
TT02377,U02037,CR00042,2025-05-27,0.0,PayPal,TC00005,wmacias,Female,parkerdylan@hotmail.com,David Williams,34,Male,Finance,2,3.11,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,18-22
TT02378,U02040,CR00021,2025-09-13,0.0,Credit Card,TC00015,uphillips,Male,parksalyssa@yahoo.com,John Armstrong,43,Male,Data Science,7,3.07,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,28-32
TT02379,U02043,CR00014,2025-04-18,0.0,Bank Transfer,TC00052,patelrebekah,Female,novakmark@outlook.com,Susan Johnson,34,Female,Business,12,3.43,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,23-27
TT02380,U02047,CR00036,2025-05-10,0.0,Bank Transfer,TC00060,mark74,Female,erin97@yahoo.com,Benjamin Gray,48,Female,Project Management,14,3.32,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,18-22
TT02381,U02054,CR00052,2025-11-18,0.0,Bank Transfer,TC00032,lmcbride,Male,tbell@gmail.com,James Holder,44,Male,Cybersecurity,1,3.11,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,23-27
TT02382,U02054,CR00002,2025-11-10,0.0,Credit Card,TC00019,lmcbride,Male,tbell@gmail.com,Tommy Haynes,35,Male,Digital Marketing,8,3.4,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,23-27
TT02383,U02056,CR00045,2025-04-24,0.0,PayPal,TC00005,smithjamie,Female,lwilson@outlook.com,David Williams,34,Male,Finance,2,3.11,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,33+
TT02384,U02057,CR00048,2025-11-04,0.0,Bank Transfer,TC00029,timothy68,Male,romerochristy@gmail.com,David Webb,50,Male,Artificial Intelligence,2,3.1,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,<18
TT02385,U02057,CR00031,2025-10-13,0.0,Credit Card,TC00001,timothy68,Male,romerochristy@gmail.com,Leonard Montgomery,44,Female,Cybersecurity,6,3.24,Network Security,Cybersecurity,Free,Intermediate,0.0,26.52,1.91,<18
TT02386,U02063,CR00051,2025-03-28,37.89,Credit Card,TC00048,hmcdonald,Male,zbullock@gmail.com,Theresa Gonzalez,30,Male,Finance,7,3.18,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3,23-27
TT02387,U02063,CR00008,2025-03-24,0.0,Credit Card,TC00050,hmcdonald,Male,zbullock@gmail.com,Alexander Williams,32,Female,Digital Marketing,3,3.41,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,23-27
TT02388,U02067,CR00021,2025-08-18,0.0,Credit Card,TC00057,kinglaurie,Female,abradford@hotmail.com,Brittany Scott,44,Male,Data Science,7,3.44,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,23-27
TT02389,U02078,CR00055,2025-11-05,57.32,Bank Transfer,TC00052,diamondgonzalez,Female,rayanthony@hotmail.com,Susan Johnson,34,Female,Business,12,3.43,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,33+
TT02390,U02078,CR00015,2025-05-30,285.05,Bank Transfer,TC00052,diamondgonzalez,Female,rayanthony@hotmail.com,Susan Johnson,34,Female,Business,12,3.43,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,33+
TT02391,U02093,CR00046,2025-01-22,248.1,Bank Transfer,TC00030,joshua56,Male,christopherthompson@yahoo.com,David Aguirre,50,Male,Artificial Intelligence,6,3.01,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,18-22
TT02392,U02093,CR00058,2025-05-20,0.0,Bank Transfer,TC00050,joshua56,Male,christopherthompson@yahoo.com,Alexander Williams,32,Female,Digital Marketing,3,3.41,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,18-22
TT02393,U02097,CR00009,2025-10-09,0.0,Bank Transfer,TC00032,jeannecole,Female,jacksonaaron@outlook.com,James Holder,44,Male,Cybersecurity,1,3.11,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,<18
TT02394,U02097,CR00040,2025-11-28,327.99,Credit Card,TC00060,jeannecole,Female,jacksonaaron@outlook.com,Benjamin Gray,48,Female,Project Management,14,3.32,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,<18
TT02395,U02105,CR00034,2025-05-23,394.26,PayPal,TC00006,kbrown,Female,amcgrath@outlook.com,Rebecca Webb,49,Male,Cybersecurity,14,3.36,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35,28-32
TT02396,U02109,CR00053,2025-07-08,0.0,Credit Card,TC00052,monicayoung,Male,logan02@hotmail.com,Susan Johnson,34,Female,Business,12,3.43,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,23-27
TT02397,U02113,CR00040,2025-07-26,327.99,Bank Transfer,TC00060,johnrangel,Female,mendezchristopher@yahoo.com,Benjamin Gray,48,Female,Project Management,14,3.32,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,28-32
TT02398,U02113,CR00037,2025-05-15,0.0,Bank Transfer,TC00060,johnrangel,Female,mendezchristopher@yahoo.com,Benjamin Gray,48,Female,Project Management,14,3.32,Scrum Essentials,Project Management,Free,Intermediate,0.0,33.93,3.45,28-32
TT02399,U02117,CR00004,2025-03-08,0.0,Bank Transfer,TC00060,rknight,Male,fletchermatthew@outlook.com,Benjamin Gray,48,Female,Project Management,14,3.32,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,28-32
TT02400,U02122,CR00010,2025-12-29,0.0,PayPal,TC00029,millerjocelyn,Female,randolphgina@outlook.com,David Webb,50,Male,Artificial Intelligence,2,3.1,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,28-32
TT02401,U02122,CR00036,2025-11-04,0.0,PayPal,TC00060,millerjocelyn,Female,randolphgina@outlook.com,Benjamin Gray,48,Female,Project Management,14,3.32,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,28-32
TT02402,U02132,CR00054,2025-05-19,0.0,Credit Card,TC00035,kochjennifer,Female,katherinemarshall@hotmail.com,Sharon Jackson,27,Male,Digital Marketing,5,3.13,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,18-22
TT02403,U02132,CR00003,2025-01-01,0.0,Bank Transfer,TC00052,kochjennifer,Female,katherinemarshall@hotmail.com,Susan Johnson,34,Female,Business,12,3.43,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,18-22
TT02404,U02133,CR00010,2025-07-14,0.0,Credit Card,TC00015,hwalker,Male,epatterson@outlook.com,John Armstrong,43,Male,Data Science,7,3.07,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,18-22
TT02405,U02133,CR00028,2025-08-03,0.78,Credit Card,TC00049,hwalker,Male,epatterson@outlook.com,Valerie Wiley,46,Female,Machine Learning,6,3.46,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,18-22
TT02406,U02135,CR00043,2025-07-22,0.0,Bank Transfer,TC00048,heather03,Male,jacqueline17@yahoo.com,Theresa Gonzalez,30,Male,Finance,7,3.18,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,28-32
TT02407,U02136,CR00014,2025-03-26,0.0,Credit Card,TC00052,patrick78,Male,yhicks@gmail.com,Susan Johnson,34,Female,Business,12,3.43,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,33+
TT02408,U02137,CR00015,2025-10-02,285.05,Credit Card,TC00052,debra52,Male,vthomas@hotmail.com,Susan Johnson,34,Female,Business,12,3.43,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,28-32
TT02409,U02138,CR00027,2025-01-09,0.0,Bank Transfer,TC00049,inixon,Female,kathrynshields@yahoo.com,Valerie Wiley,46,Female,Machine Learning,6,3.46,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,18-22
TT02410,U02138,CR00050,2025-02-07,490.9,Credit Card,TC00029,inixon,Female,kathrynshields@yahoo.com,David Webb,50,Male,Artificial Intelligence,2,3.1,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,18-22
TT02411,U02146,CR00018,2025-12-13,0.0,PayPal,TC00015,denise68,Male,sharon71@gmail.com,John Armstrong,43,Male,Data Science,7,3.07,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,<18
TT02412,U02159,CR00040,2025-04-13,327.99,Bank Transfer,TC00060,gibsonmariah,Female,ericsantana@outlook.com,Benjamin Gray,48,Female,Project Management,14,3.32,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,28-32
TT02413,U02159,CR00059,2025-11-02,0.0,PayPal,TC00020,gibsonmariah,Female,ericsantana@outlook.com,Tara Reynolds,44,Female,Digital Marketing,10,3.23,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,28-32
TT02414,U02162,CR00060,2025-07-18,0.0,Credit Card,TC00013,tsims,Male,dcobb@yahoo.com,Brian Carrillo,35,Female,Digital Marketing,6,3.42,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,23-27
TT02415,U02166,CR00029,2025-09-02,0.0,PayPal,TC00049,xcardenas,Male,andrew79@yahoo.com,Valerie Wiley,46,Female,Machine Learning,6,3.46,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13,23-27
TT02416,U02171,CR00055,2025-05-12,57.32,PayPal,TC00032,andersontina,Male,mortondana@hotmail.com,James Holder,44,Male,Cybersecurity,1,3.11,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,28-32
TT02417,U02171,CR00022,2025-10-12,0.0,PayPal,TC00057,andersontina,Male,mortondana@hotmail.com,Brittany Scott,44,Male,Data Science,7,3.44,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,28-32
TT02418,U02175,CR00027,2025-05-22,0.0,Bank Transfer,TC00049,lmurray,Female,aguilarcatherine@hotmail.com,Valerie Wiley,46,Female,Machine Learning,6,3.46,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,<18
TT02419,U02175,CR00043,2025-12-05,0.0,Bank Transfer,TC00039,lmurray,Female,aguilarcatherine@hotmail.com,Elizabeth Bishop,34,Male,Finance,7,3.31,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,<18
TT02420,U02177,CR00001,2025-03-10,472.28,PayPal,TC00050,xherrera,Male,tanya49@hotmail.com,Alexander Williams,32,Female,Digital Marketing,3,3.41,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,33+
TT02421,U02181,CR00060,2025-10-13,0.0,Credit Card,TC00035,hbates,Female,johnwebb@outlook.com,Sharon Jackson,27,Male,Digital Marketing,5,3.13,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,23-27
TT02422,U02181,CR00038,2025-12-08,342.61,PayPal,TC00060,hbates,Female,johnwebb@outlook.com,Benjamin Gray,48,Female,Project Management,14,3.32,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,23-27
TT02423,U02182,CR00013,2025-07-15,0.0,PayPal,TC00052,maria47,Male,bradley99@hotmail.com,Susan Johnson,34,Female,Business,12,3.43,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,28-32
TT02424,U02182,CR00021,2025-05-17,0.0,Credit Card,TC00057,maria47,Male,bradley99@hotmail.com,Brittany Scott,44,Male,Data Science,7,3.44,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,28-32
TT02425,U02187,CR00055,2025-09-04,57.32,Bank Transfer,TC00015,josephperry,Male,bishoptiffany@gmail.com,John Armstrong,43,Male,Data Science,7,3.07,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,18-22
TT02426,U02187,CR00026,2025-08-09,0.0,Credit Card,TC00049,josephperry,Male,bishoptiffany@gmail.com,Valerie Wiley,46,Female,Machine Learning,6,3.46,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,18-22
TT02427,U02193,CR00058,2025-11-27,0.0,PayPal,TC00019,matthew54,Male,harmonjill@gmail.com,Tommy Haynes,35,Male,Digital Marketing,8,3.4,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,18-22
TT02428,U02193,CR00035,2025-05-26,0.0,PayPal,TC00032,matthew54,Male,harmonjill@gmail.com,James Holder,44,Male,Cybersecurity,1,3.11,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,18-22
TT02429,U02194,CR00050,2025-11-27,490.9,PayPal,TC00030,rhodeskimberly,Male,david53@yahoo.com,David Aguirre,50,Male,Artificial Intelligence,6,3.01,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,18-22
TT02430,U02194,CR00025,2025-03-28,299.57,PayPal,TC00057,rhodeskimberly,Male,david53@yahoo.com,Brittany Scott,44,Male,Data Science,7,3.44,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74,18-22
TT02431,U02197,CR00017,2025-06-16,0.0,Bank Transfer,TC00015,mortontheresa,Female,katherine61@yahoo.com,John Armstrong,43,Male,Data Science,7,3.07,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,23-27
TT02432,U02197,CR00026,2025-09-24,0.0,Credit Card,TC00049,mortontheresa,Female,katherine61@yahoo.com,Valerie Wiley,46,Female,Machine Learning,6,3.46,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,23-27
TT02433,U02202,CR00026,2025-07-09,0.0,PayPal,TC00049,yallen,Male,tracy94@gmail.com,Valerie Wiley,46,Female,Machine Learning,6,3.46,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,28-32
TT02434,U02208,CR00019,2025-08-18,0.0,Bank Transfer,TC00049,ssanders,Male,michael60@hotmail.com,Valerie Wiley,46,Female,Machine Learning,6,3.46,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28-32
TT02435,U02208,CR00040,2025-11-24,327.99,Credit Card,TC00060,ssanders,Male,michael60@hotmail.com,Benjamin Gray,48,Female,Project Management,14,3.32,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,28-32
TT02436,U02213,CR00038,2025-07-22,342.61,Bank Transfer,TC00060,walterwalker,Male,carolineoconnell@hotmail.com,Benjamin Gray,48,Female,Project Management,14,3.32,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,<18
TT02437,U02216,CR00047,2025-01-07,89.59,Credit Card,TC00030,garciamitchell,Female,robert46@yahoo.com,David Aguirre,50,Male,Artificial Intelligence,6,3.01,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,23-27
TT02438,U02216,CR00014,2025-01-07,0.0,Bank Transfer,TC00052,garciamitchell,Female,robert46@yahoo.com,Susan Johnson,34,Female,Business,12,3.43,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,23-27
TT02439,U02219,CR00002,2025-08-09,0.0,PayPal,TC00049,benjaminsmith,Male,megan60@yahoo.com,Valerie Wiley,46,Female,Machine Learning,6,3.46,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,28-32
TT02440,U02220,CR00001,2025-04-26,472.28,Bank Transfer,TC00039,kathyrobertson,Male,jonessarah@yahoo.com,Elizabeth Bishop,34,Male,Finance,7,3.31,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,28-32
TT02441,U02222,CR00034,2025-11-03,394.26,Bank Transfer,TC00001,pamelajones,Male,brandy63@yahoo.com,Leonard Montgomery,44,Female,Cybersecurity,6,3.24,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35,23-27
TT02442,U02223,CR00043,2025-10-20,0.0,Bank Transfer,TC00048,wardapril,Female,westdana@hotmail.com,Theresa Gonzalez,30,Male,Finance,7,3.18,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,18-22
TT02443,U02229,CR00003,2025-07-24,0.0,Credit Card,TC00019,rosejessica,Female,harrisdebra@yahoo.com,Tommy Haynes,35,Male,Digital Marketing,8,3.4,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,33+
TT02444,U02229,CR00031,2025-12-05,0.0,Credit Card,TC00006,rosejessica,Female,harrisdebra@yahoo.com,Rebecca Webb,49,Male,Cybersecurity,14,3.36,Network Security,Cybersecurity,Free,Intermediate,0.0,26.52,1.91,33+
TT02445,U02233,CR00025,2025-04-07,299.57,Bank Transfer,TC00015,richardpadilla,Male,zsmith@outlook.com,John Armstrong,43,Male,Data Science,7,3.07,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74,28-32
TT02446,U02233,CR00058,2025-11-27,0.0,Credit Card,TC00013,richardpadilla,Male,zsmith@outlook.com,Brian Carrillo,35,Female,Digital Marketing,6,3.42,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,28-32
TT02447,U02234,CR00045,2025-06-25,0.0,Credit Card,TC00039,toddrodriguez,Female,sean23@hotmail.com,Elizabeth Bishop,34,Male,Finance,7,3.31,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,28-32
TT02448,U02235,CR00025,2025-09-22,299.57,Bank Transfer,TC00015,micheal11,Female,melissa00@gmail.com,John Armstrong,43,Male,Data Science,7,3.07,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74,<18
TT02449,U02235,CR00051,2025-09-23,37.89,Credit Card,TC00032,micheal11,Female,melissa00@gmail.com,James Holder,44,Male,Cybersecurity,1,3.11,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3,<18
TT02450,U02247,CR00056,2025-10-13,212.39,Bank Transfer,TC00013,ejohnson,Female,ajordan@yahoo.com,Brian Carrillo,35,Female,Digital Marketing,6,3.42,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,<18
TT02451,U02252,CR00053,2025-02-03,0.0,Bank Transfer,TC00060,jalexander,Female,james91@hotmail.com,Benjamin Gray,48,Female,Project Management,14,3.32,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,28-32
TT02452,U02252,CR00007,2025-08-08,0.0,PayPal,TC00013,jalexander,Female,james91@hotmail.com,Brian Carrillo,35,Female,Digital Marketing,6,3.42,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,28-32
TT02453,U02255,CR00048,2025-07-07,0.0,Bank Transfer,TC00029,christopher80,Female,john03@gmail.com,David Webb,50,Male,Artificial Intelligence,2,3.1,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,18-22
TT02454,U02255,CR00047,2025-01-09,89.59,PayPal,TC00030,christopher80,Female,john03@gmail.com,David Aguirre,50,Male,Artificial Intelligence,6,3.01,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,18-22
TT02455,U02260,CR00039,2025-07-11,346.71,PayPal,TC00060,oevans,Female,nunezashley@yahoo.com,Benjamin Gray,48,Female,Project Management,14,3.32,Project Planning,Project Management,Paid,Advanced,346.71,3.42,1.23,<18
TT02456,U02261,CR00005,2025-05-18,0.0,Credit Card,TC00029,lawrence64,Male,wilsonheather@yahoo.com,David Webb,50,Male,Artificial Intelligence,2,3.1,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,23-27
TT02457,U02265,CR00060,2025-10-28,0.0,Bank Transfer,TC00019,anne55,Male,jennifer40@yahoo.com,Tommy Haynes,35,Male,Digital Marketing,8,3.4,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,33+
TT02458,U02265,CR00034,2025-11-28,394.26,Credit Card,TC00032,anne55,Male,jennifer40@yahoo.com,James Holder,44,Male,Cybersecurity,1,3.11,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35,33+
TT02459,U02268,CR00023,2025-01-24,0.0,Credit Card,TC00057,jessicajohnson,Female,edwardsjudy@gmail.com,Brittany Scott,44,Male,Data Science,7,3.44,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,28-32
TT02460,U02268,CR00045,2025-04-08,0.0,PayPal,TC00005,jessicajohnson,Female,edwardsjudy@gmail.com,David Williams,34,Male,Finance,2,3.11,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,28-32
TT02461,U02271,CR00010,2025-06-06,0.0,Bank Transfer,TC00039,martinezmichelle,Male,madisongriffin@yahoo.com,Elizabeth Bishop,34,Male,Finance,7,3.31,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,18-22
TT02462,U02271,CR00055,2025-04-30,57.32,Credit Card,TC00049,martinezmichelle,Male,madisongriffin@yahoo.com,Valerie Wiley,46,Female,Machine Learning,6,3.46,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,18-22
TT02463,U02276,CR00045,2025-04-28,0.0,Bank Transfer,TC00005,joseph36,Female,ywaters@outlook.com,David Williams,34,Male,Finance,2,3.11,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,33+
TT02464,U02280,CR00049,2025-04-18,415.51,PayPal,TC00029,timothywalker,Female,kcannon@gmail.com,David Webb,50,Male,Artificial Intelligence,2,3.1,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,23-27
TT02465,U02280,CR00058,2025-10-08,0.0,Credit Card,TC00019,timothywalker,Female,kcannon@gmail.com,Tommy Haynes,35,Male,Digital Marketing,8,3.4,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,23-27
TT02466,U02282,CR00007,2025-07-21,0.0,Bank Transfer,TC00030,xwalsh,Female,amy33@outlook.com,David Aguirre,50,Male,Artificial Intelligence,6,3.01,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,23-27
TT02467,U02291,CR00017,2025-12-11,0.0,Credit Card,TC00035,shelleypeters,Female,amy97@hotmail.com,Sharon Jackson,27,Male,Digital Marketing,5,3.13,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28-32
TT02468,U02291,CR00055,2025-03-11,57.32,Credit Card,TC00052,shelleypeters,Female,amy97@hotmail.com,Susan Johnson,34,Female,Business,12,3.43,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,28-32
TT02469,U02302,CR00031,2025-04-23,0.0,Credit Card,TC00006,adamsheather,Male,erica01@hotmail.com,Rebecca Webb,49,Male,Cybersecurity,14,3.36,Network Security,Cybersecurity,Free,Intermediate,0.0,26.52,1.91,28-32
TT02470,U02302,CR00015,2025-04-03,285.05,PayPal,TC00052,adamsheather,Male,erica01@hotmail.com,Susan Johnson,34,Female,Business,12,3.43,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,28-32
